PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33141021","Cell types and neuronal circuitry underlying female aggression in Drosophila","Schretter CE, Aso Y, Robie AA, Dreher M, Dolan MJ, Chen N, Ito M, Yang T, Parekh R, Branson KM, Rubin GM.","Elife. 2020 Nov 3;9:e58942. doi: 10.7554/eLife.58942.","Schretter CE","Elife","2020","2020/11/03","PMC7787668","","10.7554/eLife.58942"
"37611584","Molecular logic of synaptic diversity between Drosophila tonic and phasic motoneurons","Jetti SK, Crane AB, Akbergenova Y, Aponte-Santiago NA, Cunningham KL, Whittaker CA, Littleton JT.","Neuron. 2023 Nov 15;111(22):3554-3569.e7. doi: 10.1016/j.neuron.2023.07.019. Epub 2023 Aug 22.","Jetti SK","Neuron","2023","2023/08/23","","","10.1016/j.neuron.2023.07.019"
"35439432","Connectome of the lamina reveals the circuit for early color processing in the visual pathway of a butterfly","Matsushita A, Stewart F, Ilić M, Chen PJ, Wakita D, Miyazaki N, Murata K, Kinoshita M, Belušič G, Arikawa K.","Curr Biol. 2022 May 23;32(10):2291-2299.e3. doi: 10.1016/j.cub.2022.03.066. Epub 2022 Apr 18.","Matsushita A","Curr Biol","2022","2022/04/19","","","10.1016/j.cub.2022.03.066"
"26051423","Representations of Taste Modality in the Drosophila Brain","Harris DT, Kallman BR, Mullaney BC, Scott K.","Neuron. 2015 Jun 17;86(6):1449-60. doi: 10.1016/j.neuron.2015.05.026. Epub 2015 Jun 4.","Harris DT","Neuron","2015","2015/06/09","PMC4474761","NIHMS691642","10.1016/j.neuron.2015.05.026"
"31613223","Neuron-specific knockouts indicate the importance of network communication to Drosophila rhythmicity","Schlichting M, Díaz MM, Xin J, Rosbash M.","Elife. 2019 Oct 15;8:e48301. doi: 10.7554/eLife.48301.","Schlichting M","Elife","2019","2019/10/16","PMC6794074","","10.7554/eLife.48301"
"35766361","Connectomic analysis of the Drosophila lateral neuron clock cells reveals the synaptic basis of functional pacemaker classes","Shafer OT, Gutierrez GJ, Li K, Mildenhall A, Spira D, Marty J, Lazar AA, Fernandez MP.","Elife. 2022 Jun 29;11:e79139. doi: 10.7554/eLife.79139.","Shafer OT","Elife","2022","2022/06/29","PMC9365390","","10.7554/eLife.79139"
"33400916","Reconstruction of motor control circuits in adult Drosophila using automated transmission electron microscopy","Phelps JS, Hildebrand DGC, Graham BJ, Kuan AT, Thomas LA, Nguyen TM, Buhmann J, Azevedo AW, Sustar A, Agrawal S, Liu M, Shanny BL, Funke J, Tuthill JC, Lee WA.","Cell. 2021 Feb 4;184(3):759-774.e18. doi: 10.1016/j.cell.2020.12.013. Epub 2021 Jan 4.","Phelps JS","Cell","2021","2021/01/05","PMC8312698","NIHMS1659986","10.1016/j.cell.2020.12.013"
"39270641","Serotonergic modulation of swallowing in a complete fly vagus nerve connectome","Schoofs A, Miroschnikow A, Schlegel P, Zinke I, Schneider-Mizell CM, Cardona A, Pankratz MJ.","Curr Biol. 2024 Oct 7;34(19):4495-4512.e6. doi: 10.1016/j.cub.2024.08.025. Epub 2024 Sep 12.","Schoofs A","Curr Biol","2024","2024/09/13","PMC7616834","EMS200071","10.1016/j.cub.2024.08.025"
"33205753","Spatial readout of visual looming in the central brain of Drosophila","Morimoto MM, Nern A, Zhao A, Rogers EM, Wong AM, Isaacson MD, Bock DD, Rubin GM, Reiser MB.","Elife. 2020 Nov 18;9:e57685. doi: 10.7554/eLife.57685.","Morimoto MM","Elife","2020","2020/11/18","PMC7744102","","10.7554/eLife.57685"
"36862736","Regulation of sleep by cholinergic neurons located outside the central brain in Drosophila","Jones JD, Holder BL, Eiken KR, Vogt A, Velarde AI, Elder AJ, McEllin JA, Dissel S.","PLoS Biol. 2023 Mar 2;21(3):e3002012. doi: 10.1371/journal.pbio.3002012. eCollection 2023 Mar.","Jones JD","PLoS Biol","2023","2023/03/02","PMC10013921","","10.1371/journal.pbio.3002012"
"27749829","TRPA1 mediates sensation of the rate of temperature change in Drosophila larvae","Luo J, Shen WL, Montell C.","Nat Neurosci. 2017 Jan;20(1):34-41. doi: 10.1038/nn.4416. Epub 2016 Oct 17.","Luo J","Nat Neurosci","2017","2016/11/08","PMC5191986","NIHMS816929","10.1038/nn.4416"
"34423777","Systematic morphological and morphometric analysis of identified olfactory receptor neurons in Drosophila melanogaster","Nava Gonzales C, McKaughan Q, Bushong EA, Cauwenberghs K, Ng R, Madany M, Ellisman MH, Su CY.","Elife. 2021 Aug 23;10:e69896. doi: 10.7554/eLife.69896.","Nava Gonzales C","Elife","2021","2021/08/23","PMC8410077","","10.7554/eLife.69896"
"18579072","In search of the holy grail for Drosophila TRP","Montell C.","Neuron. 2008 Jun 26;58(6):825-7. doi: 10.1016/j.neuron.2008.06.006.","Montell C","Neuron","2008","2008/06/27","","","10.1016/j.neuron.2008.06.006"
"19249267","Postcoital finesse","Clyne JD, Miesenböck G.","Neuron. 2009 Feb 26;61(4):491-3. doi: 10.1016/j.neuron.2009.02.004.","Clyne JD","Neuron","2009","2009/03/03","","","10.1016/j.neuron.2009.02.004"
"34523418","A projectome of the bumblebee central complex","Sayre ME, Templin R, Chavez J, Kempenaers J, Heinze S.","Elife. 2021 Sep 15;10:e68911. doi: 10.7554/eLife.68911.","Sayre ME","Elife","2021","2021/09/15","PMC8504972","","10.7554/eLife.68911"
"36300621","Visual and motor signatures of locomotion dynamically shape a population code for feature detection in Drosophila","Turner MH, Krieger A, Pang MM, Clandinin TR.","Elife. 2022 Oct 27;11:e82587. doi: 10.7554/eLife.82587.","Turner MH","Elife","2022","2022/10/27","PMC9651947","","10.7554/eLife.82587"
"33125872","Transcriptional Programs of Circuit Assembly in the Drosophila Visual System","Kurmangaliyev YZ, Yoo J, Valdes-Aleman J, Sanfilippo P, Zipursky SL.","Neuron. 2020 Dec 23;108(6):1045-1057.e6. doi: 10.1016/j.neuron.2020.10.006. Epub 2020 Oct 29.","Kurmangaliyev YZ","Neuron","2020","2020/10/30","","","10.1016/j.neuron.2020.10.006"
"25866397","Connectomics-based analysis of information flow in the Drosophila brain","Shih CT, Sporns O, Yuan SL, Su TS, Lin YJ, Chuang CC, Wang TY, Lo CC, Greenspan RJ, Chiang AS.","Curr Biol. 2015 May 18;25(10):1249-58. doi: 10.1016/j.cub.2015.03.021. Epub 2015 Apr 9.","Shih CT","Curr Biol","2015","2015/04/14","","","10.1016/j.cub.2015.03.021"
"31182867","State-dependent decoupling of sensory and motor circuits underlies behavioral flexibility in Drosophila","Ache JM, Namiki S, Lee A, Branson K, Card GM.","Nat Neurosci. 2019 Jul;22(7):1132-1139. doi: 10.1038/s41593-019-0413-4. Epub 2019 Jun 10.","Ache JM","Nat Neurosci","2019","2019/06/12","PMC7444277","NIHMS1527602","10.1038/s41593-019-0413-4"
"36202088","Glia-neuron interplay drives circadian glycosphingolipid homeostasis and structural brain plasticity","Brancaccio M.","Neuron. 2022 Oct 5;110(19):3058-3060. doi: 10.1016/j.neuron.2022.08.024.","Brancaccio M","Neuron","2022","2022/10/06","","","10.1016/j.neuron.2022.08.024"
"37486945","The ortholog of human ssDNA-binding protein SSBP3 influences neurodevelopment and autism-like behaviors in Drosophila melanogaster","Salim S, Hussain S, Banu A, Gowda SBM, Ahammad F, Alwa A, Pasha M, Mohammad F.","PLoS Biol. 2023 Jul 24;21(7):e3002210. doi: 10.1371/journal.pbio.3002210. eCollection 2023 Jul.","Salim S","PLoS Biol","2023","2023/07/24","PMC10399856","","10.1371/journal.pbio.3002210"
"37873314","Mapping of multiple neurotransmitter receptor subtypes and distinct protein complexes to the connectome","Sanfilippo P, Kim AJ, Bhukel A, Yoo J, Mirshahidi PS, Pandey V, Bevir H, Yuen A, Mirshahidi PS, Guo P, Li HS, Wohlschlegel JA, Aso Y, Zipursky SL.","bioRxiv [Preprint]. 2023 Oct 2:2023.10.02.560011. doi: 10.1101/2023.10.02.560011.","Sanfilippo P","bioRxiv","2023","2023/10/24","PMC10592863","","10.1101/2023.10.02.560011"
"34755599","Circuits for integrating learned and innate valences in the insect brain","Eschbach C, Fushiki A, Winding M, Afonso B, Andrade IV, Cocanougher BT, Eichler K, Gepner R, Si G, Valdes-Aleman J, Fetter RD, Gershow M, Jefferis GS, Samuel AD, Truman JW, Cardona A, Zlatic M.","Elife. 2021 Nov 10;10:e62567. doi: 10.7554/eLife.62567.","Eschbach C","Elife","2021","2021/11/10","PMC8616581","","10.7554/eLife.62567"
"31768056","Unsupervised identification of the internal states that shape natural behavior","Calhoun AJ, Pillow JW, Murthy M.","Nat Neurosci. 2019 Dec;22(12):2040-2049. doi: 10.1038/s41593-019-0533-x. Epub 2019 Nov 25.","Calhoun AJ","Nat Neurosci","2019","2019/11/27","PMC7819718","NIHMS1062890","10.1038/s41593-019-0533-x"
"29673481","Cell-Autonomous Regulation of Dendrite Self-Avoidance by the Wnt Secretory Factor MIG-14/Wntless","Liao CP, Li H, Lee HH, Chien CT, Pan CL.","Neuron. 2018 Apr 18;98(2):320-334.e6. doi: 10.1016/j.neuron.2018.03.031.","Liao CP","Neuron","2018","2018/04/21","","","10.1016/j.neuron.2018.03.031"
"35476974","The branching code: A model of actin-driven dendrite arborization","Stürner T, Ferreira Castro A, Philipps M, Cuntz H, Tavosanis G.","Cell Rep. 2022 Apr 26;39(4):110746. doi: 10.1016/j.celrep.2022.110746.","Stürner T","Cell Rep","2022","2022/04/27","","","10.1016/j.celrep.2022.110746"
"34964714","The anterior paired lateral neuron normalizes odour-evoked activity in the Drosophila mushroom body calyx","Prisco L, Deimel SH, Yeliseyeva H, Fiala A, Tavosanis G.","Elife. 2021 Dec 29;10:e74172. doi: 10.7554/eLife.74172.","Prisco L","Elife","2021","2021/12/29","PMC8741211","","10.7554/eLife.74172"
"37217726","Flexible neural control of transition points within the egg-laying behavioral sequence in Drosophila","Cury KM, Axel R.","Nat Neurosci. 2023 Jun;26(6):1054-1067. doi: 10.1038/s41593-023-01332-5. Epub 2023 May 22.","Cury KM","Nat Neurosci","2023","2023/05/22","PMC10244180","","10.1038/s41593-023-01332-5"
"37732734","Hunger- and thirst-sensing neurons modulate a neuroendocrine network to coordinate sugar and water ingestion","González Segarra AJ, Pontes G, Jourjine N, Del Toro A, Scott K.","Elife. 2023 Sep 21;12:RP88143. doi: 10.7554/eLife.88143.","González Segarra AJ","Elife","2023","2023/09/21","PMC10513480","","10.7554/eLife.88143"
"28718765","A connectome of a learning and memory center in the adult Drosophila brain","Takemura SY, Aso Y, Hige T, Wong A, Lu Z, Xu CS, Rivlin PK, Hess H, Zhao T, Parag T, Berg S, Huang G, Katz W, Olbris DJ, Plaza S, Umayam L, Aniceto R, Chang LA, Lauchie S, Ogundeyi O, Ordish C, Shinomiya A, Sigmund C, Takemura S, Tran J, Turner GC, Rubin GM, Scheffer LK.","Elife. 2017 Jul 18;6:e26975. doi: 10.7554/eLife.26975.","Takemura SY","Elife","2017","2017/07/19","PMC5550281","","10.7554/eLife.26975"
"28604684","Sensory integration and neuromodulatory feedback facilitate Drosophila mechanonociceptive behavior","Hu C, Petersen M, Hoyer N, Spitzweck B, Tenedini F, Wang D, Gruschka A, Burchardt LS, Szpotowicz E, Schweizer M, Guntur AR, Yang CH, Soba P.","Nat Neurosci. 2017 Aug;20(8):1085-1095. doi: 10.1038/nn.4580. Epub 2017 Jun 12.","Hu C","Nat Neurosci","2017","2017/06/13","PMC5931224","NIHMS874908","10.1038/nn.4580"
"33973523","A developmental framework linking neurogenesis and circuit formation in the Drosophila CNS","Mark B, Lai SL, Zarin AA, Manning L, Pollington HQ, Litwin-Kumar A, Cardona A, Truman JW, Doe CQ.","Elife. 2021 May 11;10:e67510. doi: 10.7554/eLife.67510.","Mark B","Elife","2021","2021/05/11","PMC8139831","","10.7554/eLife.67510"
"31511344","A subset of brain neurons controls regurgitation in adult Drosophila melanogaster","Chen YD, Ahmad S, Amin K, Dahanukar A.","J Exp Biol. 2019 Oct 1;222(Pt 19):jeb210724. doi: 10.1242/jeb.210724.","Chen YD","J Exp Biol","2019","2019/09/13","PMC6806010","","10.1242/jeb.210724"
"30844392","The Excitatory, the Inhibitory, and the Modulatory: Mapping Chemical Neurotransmission in the Brain","Boto T, Tomchik SM.","Neuron. 2019 Mar 6;101(5):763-765. doi: 10.1016/j.neuron.2019.02.021.","Boto T","Neuron","2019","2019/03/08","","","10.1016/j.neuron.2019.02.021"
"37864792","Evolution of fatty acid taste in drosophilids","Dey M, Brown E, Charlu S, Keene A, Dahanukar A.","Cell Rep. 2023 Oct 31;42(10):113297. doi: 10.1016/j.celrep.2023.113297.","Dey M","Cell Rep","2023","2023/10/21","PMC10697176","NIHMS1941907","10.1016/j.celrep.2023.113297"
"37783895","Multilevel visual motion opponency in Drosophila","Ammer G, Serbe-Kamp E, Mauss AS, Richter FG, Fendl S, Borst A.","Nat Neurosci. 2023 Nov;26(11):1894-1905. doi: 10.1038/s41593-023-01443-z. Epub 2023 Oct 2.","Ammer G","Nat Neurosci","2023","2023/10/02","PMC10620086","","10.1038/s41593-023-01443-z"
"29212040","Molecular and Cellular Organization of Taste Neurons in Adult Drosophila Pharynx","Chen YD, Dahanukar A.","Cell Rep. 2017 Dec 5;21(10):2978-2991. doi: 10.1016/j.celrep.2017.11.041.","Chen YD","Cell Rep","2017","2017/12/07","PMC5736000","NIHMS925591","10.1016/j.celrep.2017.11.041"
"32314735","A single-cell transcriptomic atlas of the adult Drosophila ventral nerve cord","Allen AM, Neville MC, Birtles S, Croset V, Treiber CD, Waddell S, Goodwin SF.","Elife. 2020 Apr 21;9:e54074. doi: 10.7554/eLife.54074.","Allen AM","Elife","2020","2020/04/22","PMC7173974","","10.7554/eLife.54074"
"30089274","Olfactory Neurons and Brain Centers Directing Oviposition Decisions in Drosophila","Chin SG, Maguire SE, Huoviala P, Jefferis GSXE, Potter CJ.","Cell Rep. 2018 Aug 7;24(6):1667-1678. doi: 10.1016/j.celrep.2018.07.018.","Chin SG","Cell Rep","2018","2018/08/09","PMC6290906","NIHMS1512192","10.1016/j.celrep.2018.07.018"
"28432786","The comprehensive connectome of a neural substrate for 'ON' motion detection in Drosophila","Takemura SY, Nern A, Chklovskii DB, Scheffer LK, Rubin GM, Meinertzhagen IA.","Elife. 2017 Apr 22;6:e24394. doi: 10.7554/eLife.24394.","Takemura SY","Elife","2017","2017/04/23","PMC5435463","","10.7554/eLife.24394"
"30415997","A Brain Module for Scalable Control of Complex, Multi-motor Threat Displays","Duistermars BJ, Pfeiffer BD, Hoopfer ED, Anderson DJ.","Neuron. 2018 Dec 19;100(6):1474-1490.e4. doi: 10.1016/j.neuron.2018.10.027. Epub 2018 Nov 8.","Duistermars BJ","Neuron","2018","2018/11/13","PMC6314657","NIHMS1511838","10.1016/j.neuron.2018.10.027"
"30033368","A Complete Electron Microscopy Volume of the Brain of Adult Drosophila melanogaster","Zheng Z, Lauritzen JS, Perlman E, Robinson CG, Nichols M, Milkie D, Torrens O, Price J, Fisher CB, Sharifi N, Calle-Schuler SA, Kmecova L, Ali IJ, Karsh B, Trautman ET, Bogovic JA, Hanslovsky P, Jefferis GSXE, Kazhdan M, Khairy K, Saalfeld S, Fetter RD, Bock DD.","Cell. 2018 Jul 26;174(3):730-743.e22. doi: 10.1016/j.cell.2018.06.019. Epub 2018 Jul 19.","Zheng Z","Cell","2018","2018/07/24","PMC6063995","","10.1016/j.cell.2018.06.019"
"20485484","Right time, right place: the four-dimensional pattern of fly neuron development","Robinson R.","PLoS Biol. 2010 May 11;8(5):e1000369. doi: 10.1371/journal.pbio.1000369.","Robinson R","PLoS Biol","2010","2010/05/21","PMC2867934","","10.1371/journal.pbio.1000369"
"32619485","Complete Connectomic Reconstruction of Olfactory Projection Neurons in the Fly Brain","Bates AS, Schlegel P, Roberts RJV, Drummond N, Tamimi IFM, Turnbull R, Zhao X, Marin EC, Popovici PD, Dhawan S, Jamasb A, Javier A, Serratosa Capdevila L, Li F, Rubin GM, Waddell S, Bock DD, Costa M, Jefferis GSXE.","Curr Biol. 2020 Aug 17;30(16):3183-3199.e6. doi: 10.1016/j.cub.2020.06.042. Epub 2020 Jul 2.","Bates AS","Curr Biol","2020","2020/07/04","PMC7443706","","10.1016/j.cub.2020.06.042"
"33523854","Internal state configures olfactory behavior and early sensory processing in Drosophila larvae","Vogt K, Zimmerman DM, Schlichting M, Hernandez-Nunez L, Qin S, Malacon K, Rosbash M, Pehlevan C, Cardona A, Samuel ADT.","Sci Adv. 2021 Jan 1;7(1):eabd6900. doi: 10.1126/sciadv.abd6900. Print 2021 Jan.","Vogt K","Sci Adv","2021","2021/02/01","PMC7775770","","10.1126/sciadv.abd6900"
"25764303","The Ret receptor regulates sensory neuron dendrite growth and integrin mediated adhesion","Soba P, Han C, Zheng Y, Perea D, Miguel-Aliaga I, Jan LY, Jan YN.","Elife. 2015 Mar 12;4:e05491. doi: 10.7554/eLife.05491.","Soba P","Elife","2015","2015/03/13","PMC4391025","","10.7554/eLife.05491"
"26853306","Comprehensive Characterization of the Major Presynaptic Elements to the Drosophila OFF Motion Detector","Serbe E, Meier M, Leonhardt A, Borst A.","Neuron. 2016 Feb 17;89(4):829-41. doi: 10.1016/j.neuron.2016.01.006. Epub 2016 Feb 4.","Serbe E","Neuron","2016","2016/02/09","","","10.1016/j.neuron.2016.01.006"
"27145030","Ionotropic Chemosensory Receptors Mediate the Taste and Smell of Polyamines","Hussain A, Zhang M, Üçpunar HK, Svensson T, Quillery E, Gompel N, Ignell R, Grunwald Kadow IC.","PLoS Biol. 2016 May 4;14(5):e1002454. doi: 10.1371/journal.pbio.1002454. eCollection 2016 May.","Hussain A","PLoS Biol","2016","2016/05/05","PMC4856413","","10.1371/journal.pbio.1002454"
"32490810","A size principle for recruitment of Drosophila leg motor neurons","Azevedo AW, Dickinson ES, Gurung P, Venkatasubramanian L, Mann RS, Tuthill JC.","Elife. 2020 Jun 3;9:e56754. doi: 10.7554/eLife.56754.","Azevedo AW","Elife","2020","2020/06/04","PMC7347388","","10.7554/eLife.56754"
"33120017","Comparative Connectomics Reveals How Partner Identity, Location, and Activity Specify Synaptic Connectivity in Drosophila","Valdes-Aleman J, Fetter RD, Sales EC, Heckman EL, Venkatasubramanian L, Doe CQ, Landgraf M, Cardona A, Zlatic M.","Neuron. 2021 Jan 6;109(1):105-122.e7. doi: 10.1016/j.neuron.2020.10.004. Epub 2020 Oct 28.","Valdes-Aleman J","Neuron","2021","2020/10/29","PMC7837116","","10.1016/j.neuron.2020.10.004"
"38228148","Descending control and regulation of spontaneous flight turns in Drosophila","Ros IG, Omoto JJ, Dickinson MH.","Curr Biol. 2024 Feb 5;34(3):531-540.e5. doi: 10.1016/j.cub.2023.12.047. Epub 2024 Jan 15.","Ros IG","Curr Biol","2024","2024/01/16","PMC10872223","NIHMS1960434","10.1016/j.cub.2023.12.047"
"32155441","Atypical Myosin Tunes Dendrite Arbor Subdivision","Yoong LF, Lim HK, Tran H, Lackner S, Zheng Z, Hong P, Moore AW.","Neuron. 2020 May 6;106(3):452-467.e8. doi: 10.1016/j.neuron.2020.02.002. Epub 2020 Mar 9.","Yoong LF","Neuron","2020","2020/03/11","","","10.1016/j.neuron.2020.02.002"
"28215558","Optimal Degrees of Synaptic Connectivity","Litwin-Kumar A, Harris KD, Axel R, Sompolinsky H, Abbott LF.","Neuron. 2017 Mar 8;93(5):1153-1164.e7. doi: 10.1016/j.neuron.2017.01.030. Epub 2017 Feb 16.","Litwin-Kumar A","Neuron","2017","2017/02/21","PMC5379477","NIHMS849288","10.1016/j.neuron.2017.01.030"
"25945916","Computations underlying Drosophila photo-taxis, odor-taxis, and multi-sensory integration","Gepner R, Mihovilovic Skanata M, Bernat NM, Kaplow M, Gershow M.","Elife. 2015 May 6;4:e06229. doi: 10.7554/eLife.06229.","Gepner R","Elife","2015","2015/05/07","PMC4466338","","10.7554/eLife.06229"
"35649352","Drosophila CLASP regulates microtubule orientation and dendrite pruning by suppressing Par-1 kinase","Bu S, Tang Q, Wang Y, Lau SSY, Yong WL, Yu F.","Cell Rep. 2022 May 31;39(9):110887. doi: 10.1016/j.celrep.2022.110887.","Bu S","Cell Rep","2022","2022/06/01","","","10.1016/j.celrep.2022.110887"
"36959417","Ascending neurons convey behavioral state to integrative sensory and action selection brain regions","Chen CL, Aymanns F, Minegishi R, Matsuda VDV, Talabot N, Günel S, Dickson BJ, Ramdya P.","Nat Neurosci. 2023 Apr;26(4):682-695. doi: 10.1038/s41593-023-01281-z. Epub 2023 Mar 23.","Chen CL","Nat Neurosci","2023","2023/03/24","PMC10076225","EMS164671","10.1038/s41593-023-01281-z"
"31072787","A Neural Circuit Encoding the Experience of Copulation in Female Drosophila","Shao L, Chung P, Wong A, Siwanowicz I, Kent CF, Long X, Heberlein U.","Neuron. 2019 Jun 5;102(5):1025-1036.e6. doi: 10.1016/j.neuron.2019.04.009. Epub 2019 May 6.","Shao L","Neuron","2019","2019/05/11","","","10.1016/j.neuron.2019.04.009"
"36692262","Hierarchical architecture of dopaminergic circuits enables second-order conditioning in Drosophila","Yamada D, Bushey D, Li F, Hibbard KL, Sammons M, Funke J, Litwin-Kumar A, Hige T, Aso Y.","Elife. 2023 Jan 24;12:e79042. doi: 10.7554/eLife.79042.","Yamada D","Elife","2023","2023/01/24","PMC9937650","","10.7554/eLife.79042"
